🔵 DB Name (A),🟢 Category (B),🟡 Correct Product Name (C),🟡 Brand (D),🟢 VAT% (E),🟢 Base Unit (F),🟢 Base Cost KES (G),🟢 Base Sell KES (H),🟢 Base Stock (I),🟡 Barcode (J),🟢 L1 Pack Name (K),🟠 L1 Qty in Base (L),🟢 L1 Cost KES (M),🟢 L1 Sell KES (N),🟢 L1 Stock (O),🟢 L2 Pack Name (P),🟠 L2 Qty in L1 (Q),🟢 L2 Cost KES (R),🟢 L2 Sell KES (S),🟢 L2 Stock (T),🟡 Reorder Point (U),🟡 Lead Time Days (V),System Notes (W — do not edit)
NURA CREAM 12*350G-STT,Dairy - Cream & Whipping,,,16,Piece,225,417,146,,,,,,,Carton,12,2700,5000,12.2,,,"Name contains ""12*350G"" — suggests 12 units per pack — pre-filled as L2 qty"
NURA CREAM 12*750G-STT,Dairy - Cream & Whipping,,,16,Piece,483,650,120,,,,,,,Carton,12,5800,6500,10,,,"Name contains ""12*750G"" — suggests 12 units per pack — pre-filled as L2 qty"
NURA DATES 10KG,Snacks - Dates,,,16,Kilogram,205,350,464,,,,,,,Carton,,2050,3500,46.4,,,
NURA JUICE 2.5GM,Beverages - Juice & Drinks,,,16,Piece,633,700,0,,,,,,,,,,,,,,
NUREEN SP 20*400G  SB3,Staples - Pasta & Noodles,,,16,Carton,550,600,0,,,,,,,Carton,20,550,600,0,,,"Name contains ""20*400G"" — suggests 20 units per pack — pre-filled as L2 qty"
NUREEN SP 20*500G  SB3,Staples - Pasta & Noodles,,,16,Carton,620,700,0,,,,,,,Carton,20,620,700,0,,,"Name contains ""20*500G"" — suggests 20 units per pack — pre-filled as L2 qty"
NUREN SP,Other - General Merchandise,,,16,Piece,31,50,0,,,,,,,,,,,,,,
NURO OIL 500G,Cooking Oil,,,16,Piece,175,208,0,,,,,,,Carton,,2100,2500,0,,,
Nuro Tea 250g,Beverages - Tea,,,16,Piece,40,150,0,,,,,,,Carton,,1600,2500,0,,,
Nuro Tea 500g,Beverages - Tea,,,16,Piece,150,105,0,,,,,,,Carton,,3000,2100,0,,,
NUTELLA CHO 12*750G,Condiments - Honey & Spreads,,,16,Piece,1100,1200,0,,,,,,,Carton,12,13200,13500,0,,,"Name contains ""12*750G"" — suggests 12 units per pack — pre-filled as L2 qty"
NUTELLA CHO 15*350G,Condiments - Honey & Spreads,,,16,Piece,600,750,25.5,,,,,,,Carton,15,9000,9500,1.7,,,"Name contains ""15*350G"" — suggests 15 units per pack — pre-filled as L2 qty"
Nutrameal Green Lentils 1Kg,Staples - Pulses & Legumes,,,0,Piece,154,167,28,,,,,,,Carton,,3980,4500,0,,,
NUTRO BISCUT 10*10,Snacks - Biscuits & Cookies,,,16,Carton,350,450,0,,,,,,,Carton,,350,450,0,,,
NUVITA CAKE BIG 18P,Snacks - Cakes & Donuts,,,16,Box,250,350,0,,Box,,250,350,0,,,,,,,,
NUVITA CAKE BIG SB3,Snacks - Cakes & Donuts,,,16,Carton,300,500,0,,,,,,,Carton,,300,500,0,,,
NUVITA CAKE SMALL SB3,Snacks - Cakes & Donuts,,,16,Carton,300,500,0,,,,,,,Carton,,300,500,0,,,
NUVITA CAKE SMOL 36P,Snacks - Cakes & Donuts,,,16,Box,250,350,16,,Box,,250,350,16,,,,,,,,
NuVita Oat Digestive Biscuit 400g,Snacks - Biscuits & Cookies,,,16,Piece,400,500,46,,,,,,,Carton,,215,250,0,,,
NuVita Tea Biscuits 100g,Beverages - Tea,,,16,Carton,3400,3500,3.5,,Outer,,340,400,35,Carton,,3400,3500,3.5,,,
NYOTA 10LTR SB3,Other - General Merchandise,,,16,Piece,2250,3500,0,,,,,,,,,,,,,,
NYOTA 10LTR STT,Other - General Merchandise,,,16,Piece,2313,4500,0,,,,,,,,,,,,,,
NYOTA 20 LTR STT,Other - General Merchandise,,,16,Jerry Can,4450,4500,0,,,,,,,Jerry Can,,4450,4500,0,,,
NYOTA 20LTR SB3,Other - General Merchandise,,,16,Carton,4450,1000,0,,,,,,,Carton,,4450,1000,0,,,
NYOYA 20LTR STT,Other - General Merchandise,,,16,Jerry Can,3900,5000,0,,,,,,,Jerry Can,,3900,5000,0,,,
Oak Natural Honey 1kg,Condiments - Honey & Spreads,,,16,Piece,733,1000,1,,,,,,,Carton,,4850,5000,0,,,
OATIBIX 6*1KG,Other - General Merchandise,,,16,Piece,225,1800,0,,,,,,,Carton,6,1350,1800,0,,,"Name contains ""6*1KG"" — suggests 6 units per pack — pre-filled as L2 qty"
OBA M FUSULI`,Staples - Pasta & Noodles,,,16,Kilogram (1kg),115,140,0,,,,,,,Carton,,1150,1400,0,,,
OBA SP,Other - General Merchandise,,,16,Piece,50,60,0,,,,,,,,,,,,,,
OBA SPSTT,Other - General Merchandise,,,16,Piece,52,70,0,,,,,,,Carton,,1050,1200,0,,,
OBALINA M BIG,Other - General Merchandise,,,16,Kilogram (0.5kg),75,100,0,,,,,,,Carton,,1500,1600,0,,,
OBALINA M SMOLL,Other - General Merchandise,,,16,Kilogram (0.5kg),75,100,0,,,,,,,Carton,,1500,1600,0,,,
OBALINA SP,Other - General Merchandise,,,16,Piece,48,80,0,,,,,,,,,,,,,,
OBALINO BALBALAR 500G,Staples - Pasta & Noodles,,,16,Piece,85,100,0,,,,,,,Carton,,1700,2000,0,,,
OBALINO M CIDI,Staples - Pasta & Noodles,,,16,Kilogram (1kg),120,1250,0,,,,,,,Carton,,1200,12500,0,,,
Olive Gold Virgin Oil 1L,Cooking Oil,,,16,Piece,110,500,0,,,,,,,Carton,,9650,10000,0,,,
OLIVE HAIR TREATMENT 1KG,Cooking Oil,,,16,Piece,300,500,0,,,,,,,,,,,,,,
OLIVE SHEEN CTN,Cooking Oil,,,16,Piece,260,350,0,,,,,,,Carton,,3120,4000,0,,,
OLIVITA OLIVE 4*5LT,Cooking Oil,,,16,Piece,2300,2500,8,,,,,,,Carton,4,9200,10500,2,,,"Name contains ""4*5L"" — suggests 4 units per pack — pre-filled as L2 qty"
OMAR 48*185G-STT,Canned & Preserved - Fish,,,16,Piece,183,250,789,,,,,,,Carton,48,8800,10700,16.4,,,"Name contains ""48*185G"" — suggests 48 units per pack — pre-filled as L2 qty"
OMAR 48*95G SB3,Canned & Preserved - Fish,,,16,Carton,4400,4600,0,,,,,,,Carton,48,4400,4600,0,,,"Name contains ""48*95G"" — suggests 48 units per pack — pre-filled as L2 qty"
OMAR 48*95G STT,Canned & Preserved - Fish,,,16,Piece,115,200,2198,,,,,,,Carton,48,5500,8000,45.8,,,"Name contains ""48*95G"" — suggests 48 units per pack — pre-filled as L2 qty"
Omar Pilipili Chilli Spice 95g,Condiments - Spices & Chili,,,16,Piece,131,150,0,,,,,,,Carton,,6300,6500,0,,,
OMAR RICE 25KG STT,Staples - Rice,,,16,Kilogram (1kg),152,200,0,,,,,,,Bag,,3800,4000,0,,,
OMO Handwashing Powder,Cleaning - Detergent,,,16,Piece,60,80,0,,,,,,,,,,,,,,
OMO Handwashing Powder 2Kg,Cleaning - Detergent,,,16,Piece,450,650,0,,,,,,,,,,,,,,
OMO Handwashing Powder 3.5Kg,Cleaning - Detergent,,,16,Piece,550,600,0,,Packet,,680,1000,6,Carton,,2400,2600,0,,,
OMO Handwashing Powder 3Kg,Cleaning - Detergent,,,16,Box,2206,3000,0,,Box,,2206,3000,0,,,,,,,,
OMO Handwashing Powder 45g,Cleaning - Detergent,,,16,Carton,600,6000,0,,,,,,,Carton,,600,6000,0,,,
OMO Handwashing Powder 500g,Cleaning - Detergent,,,16,Piece,100,150,4,,,,,,,Carton,,2000,2300,0.2,,,
OMO Handwashing Powder Sky 1kg,Cleaning - Detergent,,,16,Kilogram (1kg),130,200,121,,,,,,,Carton,,2400,3500,0,,,
ONA JUICE 27*200ML,Beverages - Juice & Drinks,,,16,Box,620,800,45,,Box,27,620,800,45,,,,,,,,"Name contains ""27*200ML"" — suggests 27 units per pack — pre-filled as L1 qty"
OPHYLIA PARFUM,Other - General Merchandise,,,16,Piece,1100,1500,0,,,,,,,,,,,,,,
OREGANO LEAVES,Other - General Merchandise,,,16,Piece,100,200,0,,,,,,,,,,,,,,
Orella Pasta 700g,Staples - Pasta & Noodles,,,16,Piece,800,750,0,,,,,,,Carton,,9600,9000,0,,,
OREO 17.5G  STT,Other - General Merchandise,,,16,Carton,1383,4000,0.9,,Outer,,173,500,7,Carton,,1383,4000,0.9,,,
OREO ORGINAL 26.25G*12P,Confectionary-bisquits,,,16,Carton,3003,6500,5.4,,Outer,12,375,812,43,Carton,,3003,6500,5.4,,,"Name contains ""*12P"" — suggests 12 units per pack — pre-filled as L1 qty"
OREO ORIGINAL 52.5G,Confectionary-bisquits,,,16,Carton,5150,6500,9.1,,Outer,,644,700,73,Carton,,5150,6500,9.1,,,
Orleys Spice Salad Seasoning 100g,Staples - Flour & Ugali,,,0,Carton,147,200,38,,,,,,,Carton,,147,200,38,,,
OSCAR CHOCOLATE 1KG,Beverages - Soda,,,16,Carton,7800,8000,0,,Outer,,650,800,0,Carton,,7800,8000,0,,,
OSCAR ISTANBUL 2KG,Other - General Merchandise,,,16,Carton,7400,8000,0,,Outer,,1233,2000,0,Carton,,7400,8000,0,,,
OUD SHAHEEN PERFUME,Personal Care - Perfume,,,16,Piece,1150,1500,0,,,,,,,,,,,,,,
Out Of Africa Macadamia Oil 500ml,Cooking Oil,,,16,Piece,150,208,0,,,,,,,Carton,,2100,2500,0,,,
Ovaltine Cocoa Drink Powder 400g,Beverages - Malt & Cocoa Drinks,,,16,Piece,292,450,32,,,,,,,Carton,,3500,5650,2.7,,,
PACTO HALF KILO,Other - General Merchandise,,,16,Piece,100,150,0,,,,,,,,,,,,,,
PAMPEENO NO 3,Personal Care - Perfume,,,16,Piece,620,700,3,,,,,,,Carton,,3100,3500,0.6,,,
PAMPEENO NO 4,Personal Care - Perfume,,,16,Piece,620,700,5,,,,,,,Carton,,3100,3500,1,,,
PAMPEENO NO 5,Personal Care - Perfume,,,16,Piece,620,700,1,,,,,,,Carton,,3100,3500,0.2,,,
PAMPERS 6  2 EXTRA 44,Baby Care - Diapers,,,16,Piece,1565,1900,24,,,,,,,Carton,,3131,3800,12,,,
Pampers Baby Diapers,Baby Care - Diapers,,,16,Piece,1566,1800,29,,,,,,,Carton,,4699,5500,9.7,,,
Pampers Baby Dry Maxi Size 4 56 Count,Baby Care - Diapers,,,16,Piece,1569,1833,68,,,,,,,Carton,,4706,5500,22.7,,,
Pampers Baby Dry Size 2 62 Count,Baby Care - Diapers,,,16,Piece,1565,1833,2,,,,,,,Carton,,4696,5500,0.7,,,
Pampers Diaper Pants Size 3 6-11Kg 58 Count,Baby Care - Diapers,,,16,Piece,1552,1650,73,,,,,,,Carton,,4656,5500,24.3,,,
Pampers Diapers Size 3 6-10kg 60 Count,Baby Care - Diapers,,,16,Piece,1566,1833,26,,,,,,,Carton,,4697,5500,8.7,,,
Pampers Pants Premium Care Diaper Maxi Size 4 44 Count,Baby Care - Diapers,,,16,Piece,1551,1800,63,,,,,,,Carton,,4652,5500,21,,,
PANADOL ADVANCE 100P,Medicines & Supplements,,,16,Piece,571,21000,17,,,,,,,Carton,,22853,21000,0.4,,,
PANADOL EXTRA,Medicines & Supplements,,,0,Piece,714,650,12,,,,,,,Carton,,28566,16500,0.3,,,
PANCAKE SYRUP 24OZ 710M,Snacks - Cakes & Donuts,,,16,Piece,450,400,52,,,,,,,Carton,,5403,6000,4.3,,,
Pantene Pro-V Shampoo,Personal Care - Hair Care,,,16,Piece,350,550,0,,,,,,,,,,,,,,
PAPAYA LOTOIN,Other - General Merchandise,,,16,Piece,350,550,120,,Box,,4200,6600,10,,,,,,,,
Paprika Masala Spice,Condiments - Spices & Chili,,,0,Piece,160,180,41,,,,,,,,,,,,,,
PARACHUT COCON OIL 1LT,Cooking Oil,,,16,Piece,700,1500,55,,,,,,,Carton,,14000,30000,2.8,,,
PARACHUTE 200ML,Hair,,,16,Piece,99,300,159,,,,,,,,,,,,,,
PARAFUM MURAL IN BLACK 100,Other - General Merchandise,,,16,Piece,1050,1300,0,,,,,,,,,,,,,,
PARFUM EXTREME,Other - General Merchandise,,,16,Piece,900,1500,0,,,,,,,,,,,,,,
PARIS DE NIGHT PERFUME,Personal Care - Perfume,,,16,Piece,850,1500,1,,,,,,,,,,,,,,
PASACHA LONG LIFE 21*200ML,Other - General Merchandise,,,16,Carton,420,480,0,,,,,,,Carton,21,420,480,0,,,"Name contains ""21*200ML"" — suggests 21 units per pack — pre-filled as L2 qty"
PATCO HALF KILO,Snacks - Biscuits & Cookies,,,16,Piece,130,150,5,,,,,,,,,,,,,,
PAWA PLUS 300ML,Other - General Merchandise,,,16,Carton,300,500,0,,,,,,,Carton,,300,500,0,,,
PEARL ABAYA SHAMPOO 4*3LTR,Personal Care - Hair Care,,,16,Piece,1250,800,5,,,,,,,Carton,4,5000,6000,1.3,,,"Name contains ""4*3L"" — suggests 4 units per pack — pre-filled as L2 qty"
PEARL DETTOL 12*750ML,Personal Care - Soap,,,16,Piece,501,417,39,,,,,,,Carton,12,6013,5000,3.3,,,"Name contains ""12*750ML"" — suggests 12 units per pack — pre-filled as L2 qty"
PEARL DETTOL 24*500ML,Personal Care - Soap,,,16,Piece,296,375,67,,,,,,,Carton,24,7094,9000,2.8,,,"Name contains ""24*500ML"" — suggests 24 units per pack — pre-filled as L2 qty"
PEARL DETTOL LIQUIT 250ML,Personal Care - Soap,,,16,Piece,192,236,0,,,,,,,Carton,,6900,8500,0,,,
PEARL DOWNY  1LTR,Cleaning - Fabric Softener,,,16,Piece,450,750,37,,,,,,,Carton,,2700,4500,6.2,,,
PEARL DOWNY 1.5LTR,Cleaning - Fabric Softener,,,16,Piece,600,1000,0,,,,,,,Carton,,2400,4000,0,,,
Pearl Fabric Softener 1L,Cleaning - Fabric Softener,,,16,Piece,320,850,13,,,,,,,,,,,,,,
Pearl Fabric Softener 2L,Cleaning - Fabric Softener,,,16,Piece,450,800,4,,,,,,,Carton,,3600,4000,0.5,,,
Pearl Pishori Fortified Rice 5Kg,Staples - Rice,,,16,Kilogram (5kg),1057,1250,57,,Box,,4227,5200,14.3,Bag,,6941,7000,6,,,
PEARL POWER GEL 4*5LTRS,Cleaning - Bleach & Disinfectant,,,16,Piece,1402,1500,4,,,,,,,Carton,4,5610,6000,1,,,"Name contains ""4*5L"" — suggests 4 units per pack — pre-filled as L2 qty"
PEARL POWER GEL 6*3LTRS,Cleaning - Bleach & Disinfectant,,,16,Piece,1000,125,19,,Box,6,6000,750,3.2,,,,,,,,"Name contains ""6*3L"" — suggests 6 units per pack — pre-filled as L1 qty"
PEARL SERVIETT 48 SB3,Household - Paper Products,,,16,Carton,3050,3500,0,,,,,,,Carton,,3050,3500,0,,,
Pearl Serviettes 48 Pieces,Household - Paper Products,,,16,Piece,100,120,0,,,,,,,Carton,48,4800,5000,0,,,"Name contains ""48 Pieces"" — suggests 48 units per pack — pre-filled as L2 qty"
PEARL SOFT DOWNY 8*2LTR,Cleaning - Fabric Softener,,,16,Piece,531,600,2,,,,,,,Carton,8,4250,5000,0.3,,,"Name contains ""8*2L"" — suggests 8 units per pack — pre-filled as L2 qty"
PEKEE TISH 40 STT,Household - Paper Products,,,16,Box,955,1000,3.5,,Box,,955,1000,3.5,Carton,,956,1000,61.5,,,
PEKEE TISSH OT STT,Other - General Merchandise,,,16,Outer,161,300,0,,Outer,,161,300,0,,,,,,,,
PEMBE NGANO 1KG SB3,Staples - Flour & Ugali,,,0,Bale,1927,2400,599,,,,,,,Bale,,1927,2400,599,,,
PEMBE NGANO 1KG STT,Staples - Flour & Ugali,,,0,Kilogram (1kg),80,100,275,,,,,,,Bale,,1910,2500,11.5,,,
PEMBE NGANO 2KG SB3,Staples - Flour & Ugali,,,0,Bale,1911,2400,381,,,,,,,Bale,,1911,2400,381,,,
PEMBE NGANO 2KG STT,Staples - Flour & Ugali,,,0,Bale,1890,2500,21,,Packet,,158,208,252,Bale,,1890,2500,21,,,
PEMBE UGALI 1KG SB3,Staples - Flour & Ugali,,,0,Bale,1910,2500,50,,,,,,,Bale,,1910,2500,50,,,
PEMBE UGALI 2KGSB3,Staples - Flour & Ugali,,,0,Bale,1850,2700,7,,,,,,,Bale,,1850,2700,7,,,
Peptang Maple Syrup 500g,Condiments - Sauces,,,16,Piece,188,250,43,,,,,,,Carton,,2250,2800,3.6,,,
Peptang Strawberry Syrup 500g,Condiments - Sauces,,,16,Piece,360,400,53,,,,,,,Carton,,4320,4500,4.4,,,
Peptang Tomato Garlic Sauce 250G,Tomato Paste & Sauce,,,16,Piece,74,150,0,,,,,,,Carton,,887,1300,0,,,
Peptang Tomato Sauce 700g,Tomato Paste & Sauce,,,16,Piece,100,129,0,,Box,,1200,1550,0,Carton,,1550,24000,0,,,
PERFECT HAIR TRITMANTI 1000M STT,Personal Care - Hair Care,,,16,Piece,400,500,10,,,,,,,Carton,,4800,5000,0.8,,,
PERFECT SHAMPOO 12*1000M-STT,Personal Care - Hair Care,,,16,Piece,450,500,2,,,,,,,Carton,,5400,6000,0.2,,,
PETTI 24 X 400 GM STT,Staples - Flour & Ugali,,,16,Piece,104,117,0,,,,,,,Carton,24,2500,2800,0,,,"Name contains ""24 X 400 G"" — suggests 24 units per pack — pre-filled as L2 qty"
PETTI 400  SB3,Staples - Flour & Ugali,,,16,Carton,1100,1600,0,,,,,,,Carton,,1100,1600,0,,,
PHILIPS 100W,Other - General Merchandise,,,16,Outer,330,380,0,,Outer,,330,380,0,,,,,,,,
PHILIPS 60W,Other - General Merchandise,,,16,Outer,330,380,0,,Outer,,330,380,0,,,,,,,,
PHILIPS 75W,Other - General Merchandise,,,16,Outer,330,380,0,,Outer,,330,380,0,,,,,,,,
PIKA 20 LTR STT,Cooking Oil,,,16,Piece,4450,5000,0,,,,,,,,,,,,,,
PIKA 20 LTR-SB3,Cooking Oil,,,16,Piece,4450,6000,0,,,,,,,,,,,,,,
PIKA 3*6LTR STT,Cooking Oil,,,16,Piece,744,1000,0,,,,,,,Carton,3,4465,5000,0,,,"Name contains ""3*6L"" — suggests 3 units per pack — pre-filled as L2 qty"
PIKA OIL 10LTR SB3,Cooking Oil,,,16,Jerry Can,2260,2350,0,,,,,,,Jerry Can,,2260,2350,0,,,
PIKA OIL 4*5LTR STT,Cooking Oil,,,16,Piece,1141,1250,0,,,,,,,Carton,4,4565,5000,0,,,"Name contains ""4*5L"" — suggests 4 units per pack — pre-filled as L2 qty"
PIKA OIL 5 LTR SB3,Cooking Oil,,,16,Carton,4560,5000,0,,,,,,,Carton,,4560,5000,0,,,
Pilau Masala Sachet 10g,Condiments - Spices,,,0,Carton,1800,1950,9,,,,,,,Carton,,1800,1950,9,,,
PISHORI PIMA,Staples - Rice,,,0,Kilogram (1kg),160,200,169.2,,,,,,,,,,,,,,
PITTED BLACKOLIVES 340G,Cooking Oil,,,16,Piece,17,250,0,,,,,,,Carton,,200,250,0,,,
PITTED GREEN OLIVES 340G,Cooking Oil,,,16,Piece,300,300,0,,,,,,,Carton,,3600,3800,0,,,
PLANET BLAC JUICE,Beverages - Juice & Drinks,,,16,Box,310,400,0,,Box,,310,400,0,,,,,,,,
PLANET ORONGI JUICE,Beverages - Juice & Drinks,,,16,Box,310,5000,0,,Box,,310,5000,0,,,,,,,,
PN DHEMIG,Other - General Merchandise,,,16,Bale,1270,,0,,,,,,,Bale,,1270,,0,,,
POMAS OIL12*500,Cooking Oil,,,16,Piece,550,650,0,,,,,,,,,,,,,,
Popco Pure Vegetable Cooking Oil,Cooking Oil,,,16,Piece,1268,1700,7,,Box,,3100,5000,9,Carton,,5070,6800,1.8,,,
Popco Pure Vegetable Cooking Oil 1L,Cooking Oil,,,16,Carton,3092,5000,1,,,,,,,Carton,,3092,5000,1,,,
Popco Pure Vegetable Cooking Oil 2L,Cooking Oil,,,16,Box,3000,3500,1,,Box,,3000,3500,1,Carton (×6),,3050,3500,27,,,
Popco Pure Vegetable Cooking Oil 3L,Cooking Oil,,,16,Piece,800,1033,0,,,,,,,Carton,,4800,6200,0,,,
PORLEO BISC COCOA 24*12,Beverages - Malt & Cocoa Drinks,,,16,Box,3800,5950,0,,Box,,3800,5950,0,,,,,,,,
POSHY SERVIETE 18PCS,Household - Paper Products,,,16,Carton,1125,1300,1,,,,,,,Carton,18,1125,1300,1,,,"Name contains ""18PCS"" — suggests 18 units per pack — pre-filled as L2 qty"
POSTMAN 20 LTR STT,Staples - Flour & Ugali,,,16,Piece,4650,5000,0,,,,,,,,,,,,,,
POSTMAN 20LITER SB3,Cooking Oil,,,16,Piece,4650,4800,0,,,,,,,,,,,,,,
Postman Vegetable Cooking Oil 10L,Staples - Flour & Ugali,,,16,Piece,2520,3500,214,,,,,,,,,,,,,,
PRAN CORIANDER JIRA130G,Condiments - Spices & Chili,,,16,Piece,110,150,0,,,,,,,,,,,,,,
PRAN CUMIN SEEN 130G,Other - General Merchandise,,,16,Piece,80,150,0,,,,,,,,,,,,,,
PRAN GINGER130G,Other - General Merchandise,,,16,Piece,80,150,0,,,,,,,,,,,,,,
PRAN TURMRIC HURUUD 130G,Other - General Merchandise,,,16,Piece,80,150,0,,,,,,,,,,,,,,
PREDATOE ENERGY 12*400ML,Other - General Merchandise,,,16,Box,630,700,8,,Box,12,630,700,8,,,,,,,,"Name contains ""12*400ML"" — suggests 12 units per pack — pre-filled as L1 qty"
Predo Baby Diapers Junior Size 5 52 Count,Baby Care - Diapers,,,16,Piece,1050,1250,0,,,,,,,Carton,,4200,5000,0,,,
Predo Baby Diapers Maxi Size 4 60 Count,Baby Care - Diapers,,,16,Piece,1050,1250,0,,,,,,,Carton,,4200,5000,0,,,
Predo Baby Diapers Midi Size 3 68 Count,Baby Care - Diapers,,,16,Piece,1050,1250,0,,,,,,,Carton,,4200,5000,0,,,
Predo Baby Diapers Mini Size 2 76 Count,Baby Care - Diapers,,,16,Piece,1050,1250,0,,,,,,,Carton,,4200,5000,0,,,
PRESTGE  12*1KG STT,Other - General Merchandise,,,16,Piece,361,375,0,,,,,,,Carton,12,4329,4500,0,,,"Name contains ""12*1KG"" — suggests 12 units per pack — pre-filled as L2 qty"
PRESTGE 18*500G SB3,Other - General Merchandise,,,16,Carton,3654,5000,2,,,,,,,Carton,18,3654,5000,2,,,"Name contains ""18*500G"" — suggests 18 units per pack — pre-filled as L2 qty"
PRESTIGE 10KG SB3,Staples - Flour & Ugali,,,16,Carton,2906,4500,9,,,,,,,Carton,,2906,4500,9,,,
PRESTIGE 18*500G STT,Staples - Flour & Ugali,,,16,Piece,205,250,27,,,,,,,Carton,18,3699,3800,1.5,,,"Name contains ""18*500G"" — suggests 18 units per pack — pre-filled as L2 qty"
Prestige Vanilla Margarine 1Kg,Staples - Flour & Ugali,,,16,Carton,4334,4000,0,,,,,,,Carton,,4334,4000,0,,,
Presto White Vinegar 700ml,Condiments - Sauces,,,16,Piece,48,250,8,,,,,,,Carton,,580,3000,0.7,,,
PRETTY BODY LOTOIN,Other - General Merchandise,,,16,Piece,300,500,10,,,,,,,,,,,,,,
PRETTY GLYCERIN HAIR,Other - General Merchandise,,,16,Piece,300,500,0,,,,,,,,,,,,,,
PRETTY TREATMENT 12*1000ML,Other - General Merchandise,,,16,Piece,475,500,21,,,,,,,Carton,12,5700,6000,1.8,,,"Name contains ""12*1000ML"" — suggests 12 units per pack — pre-filled as L2 qty"
Pride Tomato Paste 800g,Tomato Paste & Sauce,,,16,Piece,329,450,8,,,,,,,Carton,,3947,5400,0.7,,,
PRIMO TOMATO 400,Tomato Paste & Sauce,,,16,Carton,1650,1700,0,,,,,,,Carton,,1650,1700,0,,,
PRISTINE COOKING 12*1LTR,Cooking Oil,,,16,Piece,1000,1500,1,,,,,,,Carton,12,12000,8000,0.1,,,"Name contains ""12*1L"" — suggests 12 units per pack — pre-filled as L2 qty"
PRISTINE WHIP TOPPING 12*1LTR,Dairy - Cream & Whipping,,,16,Piece,650,700,4,,,,,,,Carton,12,7800,8000,0.3,,,"Name contains ""12*1L"" — suggests 12 units per pack — pre-filled as L2 qty"
PRIVE CLUB PARFUM,Other - General Merchandise,,,16,Piece,770,1500,0,,,,,,,,,,,,,,
PROTEX SOUP,Condiments - Soup & Stock,,,16,Piece,80,150,0,,,,,,,,,,,,,,
PU DHEMEG,Other - General Merchandise,,,16,Bale,1430,,0,,,,,,,Bale,,1430,,0,,,
PUBBLE UP JUICE,Beverages - Juice & Drinks,,,16,Box,310,450,0,,Box,,310,450,0,,,,,,,,
PURA 10LTR STT,Staples - Flour & Ugali,,,16,Piece,2460,3000,0,,,,,,,,,,,,,,
PURA 10LTRS SB3,Staples - Flour & Ugali,,,16,Piece,2460,2550,0,,,,,,,,,,,,,,
QAED AL FURSAN PERFUM,Other - General Merchandise,,,16,Piece,1050,1200,2,,,,,,,,,,,,,,
QALBII PARFUM,Other - General Merchandise,,,16,Piece,950,1100,0,,,,,,,,,,,,,,
QAMAR DATES 10KG,Snacks - Dates,,,16,Kilogram,180,250,162,,,,,,,Carton,,1800,2500,16.2,,,
Qamar Long Grain Rice 10Kg,Staples - Rice,,,0,Piece,2050,2125,0,,,,,,,Bag,,8200,8500,0,,,
Qamar Long Grain Rice 25Kg,Staples - Rice,,,0,Kilogram (1kg),160,192,96.2,,,,,,,Bag,,4000,4800,3.9,,,
QORFO 25KG-STT,Staples - Flour & Ugali,,,0,Kilogram (0.5kg),208,350,297.8,,Half Roll Bundle,,52,100,1191.2,Carton,,10400,11800,6,,,
QUEEN EAST BODY CREAM,Dairy - Cream & Whipping,,,16,Piece,300,500,0,,,,,,,,,,,,,,
QUEEN M SMALL ELBOW,Staples - Pasta & Noodles,,,16,Piece,98,105,2,,,,,,,Carton,,1950,2100,0.1,,,
Queen Macaroni Elbow Pasta,Staples - Pasta & Noodles,,,16,Piece,88,105,1040,,,,,,,Carton,,1750,2100,52,,,
Queen Spaghetti Pasta 500g,Staples - Pasta & Noodles,,,16,Piece,92,100,1409,,,,,,,Carton,,1850,2000,70.5,,,
RABAT CHOCOLTE,Snacks - Chocolate,,,16,Carton,4365,5000,0,,Outer,,364,5000,0,Carton,,4365,5000,0,,,
Raha Cocoa Powder 80G,Beverages - Malt & Cocoa Drinks,,,16,Piece,319,450,12,,,,,,,Carton,,7659,10500,0.5,,,
RAHA DRINK CHO 24*200G,Beverages,,,16,Piece,167,250,112,,,,,,,Carton,24,4000,4100,4.7,,,"Name contains ""24*200G"" — suggests 24 units per pack — pre-filled as L2 qty"
RAHA SACHET 8G STT,Other - General Merchandise,,,0,Carton,700,4500,1,,,,,,,Carton,,700,4500,1,,,
RAHA UGALI 12*2KG,Staples - Flour & Ugali,,,16,Piece,187,292,62,,,,,,,Bale,12,2240,3500,5.2,,,"Name contains ""12*2KG"" — suggests 12 units per pack — pre-filled as L2 qty"
RAHA UGALI 1KG SB3,Staples - Flour & Ugali,,,0,Bale,2240,2650,7,,,,,,,Bale,,2240,2650,7,,,
RAHA UGALI 24*1KG STT,Staples - Flour & Ugali,,,0,Piece,93,104,20.5,,,,,,,Bale,24,2240,2500,0.9,,,"Name contains ""24*1KG"" — suggests 24 units per pack — pre-filled as L2 qty"
RAHA UGALI 2KG SB3,Staples - Flour & Ugali,,,16,Bale,2220,3200,12,,,,,,,Bale,,2220,3200,12,,,
RANG RANG 20*35,Other - General Merchandise,,,16,Carton,4500,5500,0,,Outer,,225,350,0,Carton,,4500,5500,0,,,
RAQAY SOMALI,Other - General Merchandise,,,16,Piece,400,1480,0,,,,,,,,,,,,,,
RASMI CAANO 2.5,Snacks - Biscuits & Cookies,,,16,Carton,9950,10000,0,,,,,,,Carton,,9950,10000,0,,,
RASMI FIVE STAR 25KG STT,Other - General Merchandise,,,16,Bag,1800,1800,0,,,,,,,Bag,,1800,1800,0,,,
